track_uri,name,artists_names,song_popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artists_popularities,artists_genres,artists_followers,predicted_mood
open.spotify.com/track/4hceSKjrkDTO0nMKFcb3sj,"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,78,2022-06-08,0.82,0.752,1.0,-7.635,0.0,0.0648,0.0584,0.00417,0.628,0.423,127.999,187500,4,88,argentine hip hop,10050089,happy
open.spotify.com/track/1P17dC1amhFzptugyAO7Il,Look What You Made Me Do,Taylor Swift,78,2017-11-10,0.766,0.709,9.0,-6.471,0.0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,4,100,pop,71194980,energetic
open.spotify.com/track/3Z7CaxQkqbIs1rewKi6v4W,Hot In It,Tiësto,78,2022-06-30,0.748,0.841,7.0,-5.08,1.0,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,129817,4,86,big room,6816046,happy
open.spotify.com/track/3q9PVufz68TRvOao25IMNk,MOTTO,NF,78,2023-03-09,0.685,0.882,0.0,-4.103,0.0,0.296,0.082,0.0,0.286,0.715,80.283,217272,4,83,hip hop,8179362,energetic
open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,boyfriend (with Social House),Ariana Grande,78,2019-08-02,0.4,0.795,10.0,-3.731,0.0,0.461,0.119,0.0,0.159,0.702,190.097,186107,4,91,dance pop,89209352,energetic
open.spotify.com/track/4U45aEWtQhrm8A5mxPaFZ7,Vienna,Billy Joel,77,1977,0.532,0.495,10.0,-6.662,1.0,0.0343,0.659,0.0,0.0754,0.308,124.936,214240,4,77,classic rock,5044129,sad
open.spotify.com/track/6RiiSy9GzSwiyDEJDiMuKe,Something About You,Eyedress,77,2021-08-27,0.648,0.781,9.0,-8.736,0.0,0.0271,0.0332,0.013,0.305,0.822,133.417,153313,4,74,noise pop,1172108,happy
open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,Say So,Doja Cat,77,2019-11-07,0.787,0.673,11.0,-4.583,0.0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,4,87,dance pop,24974244,happy
open.spotify.com/track/5iCY0TXNImK4hyKfcplQsg,Baarishein,Anuv Jain,77,2018-01-12,0.475,0.124,2.0,-9.463,1.0,0.0444,0.926,0.0,0.0972,0.19,94.42,207310,4,67,hindi indie,675365,calm
open.spotify.com/track/3CRbCuucscl5CNGhvU5090,Malas Rachas,Tony Aguirre,77,2022-12-22,0.7,0.799,3.0,-4.185,1.0,0.0392,0.246,0.0,0.124,0.79,119.295,260285,4,75,corrido,137449,happy
open.spotify.com/track/3DamFFqW32WihKkTVlwTYQ,Fireflies,Owl City,77,2009-01-01,0.512,0.662,3.0,-6.797,1.0,0.0439,0.0275,0.0,0.118,0.472,180.114,228347,4,70,indietronica,2334881,happy
open.spotify.com/track/798ahLNEcoFER7Vywg1FMT,A La Antigüita,Calibre 50,77,2021-02-05,0.651,0.726,8.0,-4.144,1.0,0.0539,0.382,0.0,0.0535,0.963,179.99,156267,3,77,musica mexicana,9825559,happy
open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,Runaway,AURORA,77,2016-03-11,0.422,0.302,11.0,-9.214,1.0,0.0372,0.629,7.83e-05,0.104,0.123,114.089,248827,4,75,art pop,2911366,sad
open.spotify.com/track/2UikqkwBv7aIvlixeVXHWt,You Should Probably Leave,Chris Stapleton,77,2020-11-13,0.602,0.477,9.0,-8.425,1.0,0.032,0.268,3.1e-05,0.173,0.552,183.89,213493,4,79,contemporary country,5503158,calm
open.spotify.com/track/29adI8c6c75mnnaJ3BFLID,Parecia Tempestade,Sony no Beat,77,2023-01-02,0.853,0.654,3.0,-6.871,0.0,0.314,0.205,0.0,0.101,0.882,170.048,149640,4,62,,3657,happy
open.spotify.com/track/72zHuDxFQTjbL51qJQSA7j,"Ranjha (From ""Shershaah"")",Various Artists,77,2021-08-05,0.603,0.573,1.0,-5.843,1.0,0.0502,0.478,0.0,0.0971,0.236,82.941,228855,4,0,,1873341,sad
open.spotify.com/track/7eB1V5LvAdxCc7brfGhRRo,watch,Billie Eilish,77,2017-12-22,0.441,0.599,0.0,-8.985,1.0,0.225,0.333,0.00198,0.103,0.35,165.212,177523,4,89,art pop,78663825,calm
open.spotify.com/track/4cS2HQ6jK80vqdY9ofpztx,She Wolf,Shakira,77,2009,0.865,0.69,7.0,-7.448,1.0,0.0443,0.285,0.0162,0.225,0.867,121.983,188867,4,92,colombian pop,28191070,happy
open.spotify.com/track/1UGD3lW3tDmgZfAVDh6w7r,Devil In A New Dress,Kanye West,77,2010-11-22,0.435,0.76,8.0,-4.935,0.0,0.0721,0.0175,0.0,0.158,0.206,80.082,351947,4,91,chicago rap,19690011,energetic
open.spotify.com/track/6Ntj4LvgVgjlprxD2JyhZS,Gangsta Boo (with Lil Tjay),Ice Spice,77,2023-01-20,0.873,0.578,1.0,-7.397,1.0,0.272,0.139,0.0,0.0953,0.765,147.074,159371,4,84,,969451,happy
open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC,brutal,Olivia Rodrigo,77,2021-05-21,0.672,0.526,4.0,-6.446,1.0,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,143747,4,84,pop,24725534,calm
open.spotify.com/track/28GCbKgjlVD9eDmasGbe0T,Me Fui de Vacaciones,Bad Bunny,77,2022-05-06,0.714,0.645,10.0,-5.493,1.0,0.0514,0.229,0.00083,0.0942,0.434,85.046,180930,4,98,reggaeton,67091189,calm
open.spotify.com/track/5ihS6UUlyQAfmp48eSkxuQ,Landslide,Fleetwood Mac,77,1975-07-11,0.414,0.161,7.0,-22.32,0.0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493,4,82,album rock,9625075,calm
open.spotify.com/track/11kDth1aKUEUMq9r1pqyds,5% TINT,Travis Scott,77,2018-08-03,0.712,0.481,4.0,-5.415,0.0,0.0487,0.173,0.0,0.241,0.062,140.0,196138,4,90,rap,22135465,calm
open.spotify.com/track/1QpwvWMQGdOgA8MXXfgs4H,DICE,NMIXX,77,2022-09-19,0.556,0.798,7.0,-3.331,1.0,0.254,0.0848,0.0,0.33,0.628,131.096,165747,4,71,k-pop girl group,1307094,happy
open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK,Botella Tras Botella,Gera MX,77,2021-04-23,0.727,0.546,0.0,-4.572,1.0,0.0437,0.656,0.0,0.122,0.69,106.891,197333,4,77,mexican hip hop,4085374,sad
open.spotify.com/track/4JiEyzf0Md7KEFFGWDDdCr,Knockin' On Heaven's Door,Guns N' Roses,77,1991-09-18,0.496,0.739,6.0,-7.193,1.0,0.0415,0.0211,0.00444,0.106,0.378,132.41,336000,4,81,glam metal,28281743,happy
open.spotify.com/track/02dRkCEc8Q5ch4TTcnLxOn,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,77,2019-06-21,0.601,0.794,7.0,-5.844,0.0,0.0671,0.00987,1.36e-06,0.418,0.244,114.066,217099,4,76,dance pop,1004739,energetic
open.spotify.com/track/1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston,77,1976,0.377,0.681,7.0,-8.039,1.0,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133,4,67,album rock,2429656,sad
open.spotify.com/track/3fl4zil6HJ0N1FL3YIRwdC,Tennessee Orange,Megan Moroney,77,2022-09-02,0.38,0.488,9.0,-6.637,1.0,0.029,0.126,7.23e-06,0.115,0.268,156.031,223120,3,65,contemporary country,67873,sad
open.spotify.com/track/5IR7Ecj0Ue1xufcOn6AUP1,Te Felicito,Gerardo Coronel,77,2022-10-07,0.478,0.384,0.0,-5.03,1.0,0.0433,0.672,0.0,0.13,0.548,77.022,224524,4,70,banda,895918,sad
open.spotify.com/track/6oEVnWKgPqIEPc53OYDNqG,Could've Been (feat. Bryson Tiller),H.E.R.,77,2019-08-30,0.45,0.352,1.0,-11.733,0.0,0.267,0.649,3.8e-06,0.249,0.408,102.679,252747,4,77,pop,6204737,sad
open.spotify.com/track/5kVZxyMY1gfdCLiChsfjn1,Yo No Soy Celoso,Bad Bunny,77,2022-05-06,0.872,0.588,0.0,-6.276,1.0,0.0492,0.275,0.0,0.17,0.93,142.004,230704,4,98,reggaeton,67091189,happy
open.spotify.com/track/7mykoq6R3BArsSpNDjFQTm,I Really Want to Stay at Your House,Various Artists,77,2020-12-18,0.49,0.738,3.0,-7.399,0.0,0.0367,0.00237,4.58e-06,0.0851,0.126,124.966,246653,4,0,,1873341,energetic
open.spotify.com/track/4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,Justin Bieber,77,2015-11-13,0.845,0.567,5.0,-8.118,0.0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4,91,canadian pop,71019605,happy
open.spotify.com/track/3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,Britney Spears,77,1999-01-12,0.759,0.699,0.0,-5.745,0.0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,4,81,dance pop,12102821,happy
open.spotify.com/track/5gVCfYmQRPy1QJifP8f5gg,Fall In Love,Bailey Zimmerman,77,2022-02-11,0.524,0.643,9.0,-6.055,1.0,0.0297,0.451,0.0,0.221,0.397,135.962,232059,4,75,,438230,sad
open.spotify.com/track/4UldILPVpnZO69ffK4B9aA,Tubarão Te Amo,Dj LK da Escócia,77,2022-09-28,0.889,0.742,4.0,-3.495,0.0,0.358,0.299,0.000568,0.066,0.479,130.089,149077,4,62,funk rj,20821,energetic
open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q,Rasputin,Majestic,77,2021-02-26,0.758,0.913,6.0,-2.926,0.0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,186210,4,65,house,50521,energetic
open.spotify.com/track/1pacwLXyRO47ka0v6LTIiY,Raindrops (Insane) [with Travis Scott],Metro Boomin,77,2022-12-02,0.796,0.539,7.0,-5.974,0.0,0.0433,0.103,0.0,0.343,0.123,111.988,188587,4,90,rap,3983089,happy
open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew,Forever After All,Luke Combs,77,2020-10-23,0.487,0.65,0.0,-5.195,1.0,0.0253,0.191,0.0,0.0933,0.456,151.964,232533,4,86,contemporary country,8248407,happy
open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,77,2021-09-09,0.579,0.596,8.0,-4.823,1.0,0.0561,0.436,0.0938,0.0549,0.443,119.9,188369,3,72,afro r&b,1246675,calm
open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk,Heartless (feat. Morgan Wallen),Diplo,77,2020-05-29,0.765,0.556,11.0,-6.417,1.0,0.0512,0.275,0.0,0.0824,0.274,111.033,169227,4,79,edm,2540991,calm
open.spotify.com/track/60DHrnRAhNJMy4WeEf23NH,Butakera,La Joaqui,77,2022-07-28,0.871,0.563,1.0,-6.422,1.0,0.0618,0.56,0.0,0.0665,0.457,88.96,143402,4,76,argentine hip hop,700298,calm
open.spotify.com/track/1QxTmNDHFmgaxgAolqqgAD,22,JayO,77,2023-02-22,0.534,0.821,5.0,-7.463,1.0,0.107,0.693,1.02e-05,0.078,0.509,111.032,142120,5,62,,27122,calm
open.spotify.com/track/7MkylDYvKTSuWgrsBhHlsG,"Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,77,2022-11-16,0.535,0.874,9.0,-2.248,0.0,0.137,0.371,0.0,0.192,0.323,140.006,227562,4,88,argentine hip hop,10050089,energetic
open.spotify.com/track/07GvNcU1WdyZJq3XxP0kZa,Go Your Own Way - 2004 Remaster,Fleetwood Mac,77,1977-02-04,0.583,0.947,5.0,-5.12,1.0,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613,4,82,album rock,9625075,happy
open.spotify.com/track/2uflssWlCaJ6CbTMOsUpNI,Aguacero,Bad Bunny,77,2022-05-06,0.861,0.645,6.0,-6.96,0.0,0.0743,0.423,0.000592,0.349,0.668,121.391,210989,5,98,reggaeton,67091189,happy
open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP,Tom's Diner,AnnenMayKantereit,77,2019-06-28,0.68,0.428,6.0,-8.107,0.0,0.135,0.376,0.000344,0.355,0.334,98.222,269333,4,73,cologne indie,1588554,calm
open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,77,2016-05-06,0.666,0.83,0.0,-5.715,1.0,0.0751,0.0123,0.0,0.191,0.702,113.03,236002,4,81,dance pop,12775487,energetic
open.spotify.com/track/4laAKIq9ZxBCwf99rauPYb,Remember,Becky Hill,77,2021-06-18,0.612,0.862,8.0,-2.903,1.0,0.037,0.041,0.0,0.0907,0.354,123.849,160766,4,77,dance pop,611771,energetic
open.spotify.com/track/3YuaBvuZqcwN3CEAyyoaei,Like a Stone,Audioslave,77,2002-11-17,0.614,0.568,7.0,-5.477,0.0,0.0276,0.00797,0.0,0.0997,0.516,107.849,293960,4,69,alternative metal,4098222,energetic
open.spotify.com/track/4e9eGQYsOiBcftrWXwsVco,Aerials,System Of A Down,77,2001-09-04,0.364,0.922,0.0,-4.217,0.0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,235053,4,80,alternative metal,9020444,energetic
open.spotify.com/track/5ffDENIdtByAZxHpuuj9li,Vida Chique,Veigh,77,2022-11-18,0.597,0.461,4.0,-6.686,0.0,0.389,0.557,0.0,0.249,0.553,106.609,210545,4,76,trap brasileiro,363347,calm
open.spotify.com/track/7F1CiKqrY44kh5cDqwHOnx,Love Is Gone - Acoustic,SLANDER,77,2019-11-13,0.541,0.153,6.0,-10.654,1.0,0.0303,0.882,1.66e-06,0.16,0.359,139.644,176972,4,68,dubstep,400881,calm
open.spotify.com/track/7aZnuwpivaj4N7XFhhqBiO,Love Absurdo,Mari Fernandez,77,2023-02-09,0.73,0.869,4.0,-2.504,0.0,0.0357,0.179,2.45e-05,0.333,0.814,130.046,184153,4,80,arrocha,1753485,happy
open.spotify.com/track/3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,77,2015-11-06,0.262,0.606,8.0,-6.646,1.0,0.0484,0.247,0.0,0.125,0.275,189.857,252534,4,82,dance pop,11804615,sad
open.spotify.com/track/4vCAzANUWDE24URV6wQ4ra,Otra Noche en Miami,Bad Bunny,77,2018-12-23,0.514,0.646,1.0,-8.833,1.0,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128,4,98,reggaeton,67091189,calm
open.spotify.com/track/6FB3v4YcR57y4tXFcdxI1E,I Knew You Were Trouble.,Taylor Swift,77,2012-10-22,0.622,0.469,3.0,-6.798,0.0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,219720,4,100,pop,71194980,calm
open.spotify.com/track/2X5o4nRiocnoaaQ2wMwaeC,Sorrisin De Puto,DJ Cayoo,77,2022-10-14,0.876,0.563,8.0,-0.797,0.0,0.239,0.541,0.0,0.348,0.763,86.649,106154,5,67,deboxe,30560,calm
open.spotify.com/track/7qoIhutxU269Zqo9PG5IOj,Poesia Acústica 13,Various Artists,77,2022-09-20,0.572,0.579,10.0,-7.242,0.0,0.128,0.469,0.0,0.136,0.5,127.982,620696,4,0,,1873341,sad
open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),Juice WRLD,77,2020-07-10,0.625,0.814,0.0,-5.181,1.0,0.0657,0.0172,0.0,0.158,0.535,144.991,205485,4,90,chicago rap,28492575,energetic
open.spotify.com/track/4tRhRLBxIZ34Iw0eCuiC03,Miss You,southstar,77,2022-07-30,0.663,0.559,6.0,-12.876,0.0,0.0391,0.136,0.0894,0.108,0.296,145.007,206385,4,68,,87611,calm
open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),Joel Corry,77,2020-07-03,0.734,0.874,8.0,-3.158,1.0,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028,4,76,dance pop,335657,happy
open.spotify.com/track/7AFASza1mXqntmGtbxXprO,changes,XXXTENTACION,77,2018-03-16,0.669,0.308,11.0,-10.068,1.0,0.029,0.883,0.0,0.0984,0.52,64.934,121887,4,88,emo rap,41056818,calm
open.spotify.com/track/0lJrPatloYarTbsKciShJu,Island,Miley Cyrus,77,2023-03-10,0.657,0.784,8.0,-6.374,1.0,0.0422,0.336,0.000671,0.673,0.772,81.975,239573,4,92,pop,20250106,happy
open.spotify.com/track/5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,American Authors,77,2014-01-01,0.673,0.902,2.0,-2.392,1.0,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,4,67,indie poptimism,1486700,energetic
open.spotify.com/track/3pPzYqVcgUvaPBwUpjc90j,Fuentes De Ortiz,Julión Álvarez y su Norteño Banda,77,2022-11-11,0.825,0.481,10.0,-6.404,1.0,0.0372,0.392,0.0,0.0971,0.961,119.985,213333,4,79,banda,2835280,happy
open.spotify.com/track/0ARK753YaiJbpLUk7z5yIM,Dilemma,Nelly,77,2002-06-25,0.727,0.552,2.0,-8.074,0.0,0.14,0.227,0.000164,0.198,0.607,168.189,289160,4,76,dance pop,2384658,calm
open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,Tongue Tied,GROUPLOVE,77,2011-09-02,0.56,0.936,3.0,-5.835,1.0,0.0439,0.00847,0.0,0.161,0.371,112.96,218013,4,65,indie pop,1135035,energetic
open.spotify.com/track/4KDgQ8Qd0UWK3KkYZPwNtP,Dame un Beso y Dime Adios - En Vivo,Carin Leon,77,2022-12-15,0.379,0.775,9.0,-3.403,1.0,0.0415,0.366,0.000135,0.0718,0.435,144.749,239310,4,85,corrido,5934383,energetic
open.spotify.com/track/6VObnIkLVruX4UVyxWhlqm,Skyfall,Adele,77,2012-10-04,0.346,0.552,0.0,-6.864,0.0,0.0282,0.417,0.0,0.114,0.0789,75.881,286480,4,87,british soul,47385084,sad
open.spotify.com/track/3K56RPWS4q200IwHiIZcUD,Andamos Mejor,Los Gemelos De Sinaloa,77,2022-01-24,0.855,0.59,9.0,-8.55,1.0,0.0751,0.28,0.0982,0.149,0.283,110.016,137184,4,70,corrido,416738,calm
open.spotify.com/track/1BncfTJAWxrsxyT9culBrj,Experience,Ludovico Einaudi,77,2013-01-01,0.447,0.449,2.0,-10.634,1.0,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,4,80,bow pop,2995171,calm
open.spotify.com/track/1GfBLbAhZUWdseuDqhocmn,Rumble,Skrillex,77,2023-01-04,0.81,0.836,1.0,-7.721,0.0,0.0645,0.0515,0.229,0.0598,0.0585,139.979,146571,4,80,brostep,8147269,calm
open.spotify.com/track/4CzhtKifG867Lu5DNQVBSA,Vamp Anthem,Playboi Carti,77,2020-12-25,0.642,0.69,11.0,-5.101,1.0,0.261,0.00599,1.3e-06,0.322,0.641,164.075,124094,4,84,atl hip hop,7874546,calm
open.spotify.com/track/2Y67qsABsPKMrvCxPCzL6r,We Go Down Together (with Khalid),Dove Cameron,77,2023-02-10,0.494,0.348,9.0,-9.791,0.0,0.03,0.652,1.07e-05,0.0859,0.134,104.923,184963,3,74,pop,4111842,calm
open.spotify.com/track/1nH2PkJL1XoUq8oE6tBZoU,Sacrifice,The Weeknd,77,2022-01-06,0.735,0.795,11.0,-6.523,0.0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,188918,4,98,canadian contemporary r&b,62165751,happy
open.spotify.com/track/4bJygwUKrRgq1stlNXcgMg,All The Things She Said,t.A.T.u.,77,2002,0.603,0.834,5.0,-5.766,0.0,0.0417,0.0411,0.00609,0.105,0.376,89.957,214440,4,64,dance pop,741998,energetic
open.spotify.com/track/6EbVuwU7EnKeF2hdpViXCH,Die Young (feat. 347aidan),Sleepy Hallow,77,2022-05-25,0.808,0.582,11.0,-6.26,1.0,0.338,0.827,0.0,0.111,0.675,77.471,148817,4,77,brooklyn drill,1316451,calm
open.spotify.com/track/1gv4xPanImH17bKZ9rOveR,Raise Your Glass,P!nk,77,2010-10-05,0.7,0.709,7.0,-5.006,1.0,0.0838,0.0048,0.0,0.029,0.624,122.019,202960,4,84,dance pop,14869484,energetic
open.spotify.com/track/1QFh8OH1e78dGd3VyJZCAC,Boys Don't Cry,The Cure,77,1979-05-11,0.462,0.836,11.0,-5.766,0.0,0.0621,0.00517,0.0,0.18,0.671,168.766,155973,4,77,new wave,4399212,happy
open.spotify.com/track/0qOCy2LqvdkMora7eZsJhQ,From the Subway Train,Vansire,77,2018-04-26,0.392,0.429,5.0,-10.279,0.0,0.0462,0.527,0.015,0.217,0.105,72.104,57370,4,70,bedroom pop,257625,calm
open.spotify.com/track/49F3htNmwzPKFycPdOrDvf,Subtitle,OFFICIAL HIGE DANDISM,77,2022-10-12,0.649,0.683,6.0,-6.49,1.0,0.0424,0.0313,0.0,0.118,0.381,130.0,305509,4,74,anime,5451352,energetic
open.spotify.com/track/54eZmuggBFJbV7k248bTTt,A Horse with No Name,America,77,1972,0.654,0.506,11.0,-17.18,0.0,0.0535,0.686,0.0155,0.155,0.831,123.179,252240,4,69,album rock,1556601,calm
open.spotify.com/track/0QZ5yyl6B6utIWkxeBDxQN,The Night We Met,Lord Huron,77,2015-04-07,0.545,0.366,2.0,-9.51,1.0,0.0378,0.969,0.267,0.641,0.1,86.997,208212,3,74,stomp and holler,1210808,calm
open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ,Acapulco,Jason Derulo,77,2021-09-03,0.774,0.792,10.0,-4.021,1.0,0.0523,0.051,0.0,0.155,0.507,122.062,139672,4,80,dance pop,11783256,energetic
open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,Dynoro,77,2018-06-08,0.694,0.77,6.0,-5.335,1.0,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4,67,covertronica,253244,energetic
open.spotify.com/track/2xZ0zfuDTv5LxLhEgD82PG,Awkward,SZA,77,2022-06-09,0.618,0.474,5.0,-12.097,1.0,0.0789,0.182,0.000122,0.108,0.397,119.999,178000,4,93,pop,11705818,calm
open.spotify.com/track/0OLLsFyVPrjI3iL03lDFXk,Solo Me Dejaste,Grupo Marca Registrada,77,2022-07-08,0.609,0.515,7.0,-9.843,0.0,0.0486,0.539,0.0839,0.0722,0.853,152.787,186709,3,82,corrido,2432975,calm
open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,77,2019-11-27,0.376,0.43,0.0,-6.585,0.0,0.0328,0.0902,0.0,0.0912,0.129,77.599,177323,3,84,pop,24725534,calm
open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,God is a woman,Ariana Grande,77,2018-08-17,0.602,0.658,1.0,-5.934,1.0,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547,4,91,dance pop,89209352,energetic
open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi,lowkey,NIKI,77,2019-04-24,0.752,0.494,0.0,-8.18,1.0,0.0559,0.432,0.0,0.0869,0.227,117.901,171356,4,75,indonesian r&b,2437868,calm
open.spotify.com/track/30cSNer6TV8x2utjULVeQ5,SOS,Rihanna,77,2006-04-10,0.677,0.671,7.0,-4.905,1.0,0.0361,0.004,5.07e-05,0.413,0.527,137.046,238920,4,92,barbadian pop,54178114,energetic
open.spotify.com/track/4Rjq1TZbF0bDstOs6SiI6J,LACONE,Polimá Westcoast,77,2022-11-25,0.798,0.718,8.0,-6.237,0.0,0.0443,0.263,0.0,0.142,0.727,126.01,260952,4,76,reggaeton,465088,happy
open.spotify.com/track/0otoSS2m3QjbDLzsHMobgK,Whiskey y Coco,Justin Quiles,77,2023-01-12,0.755,0.768,8.0,-4.032,1.0,0.145,0.112,6.49e-06,0.203,0.617,176.006,186477,4,81,latin hip hop,3934040,happy
open.spotify.com/track/3hlksXnvbKogFdPbpO9vel,Super Bass,Nicki Minaj,77,2010-11-22,0.723,0.86,11.0,-4.357,1.0,0.203,0.271,4.56e-06,0.598,0.667,126.979,200013,4,87,dance pop,27806738,energetic
open.spotify.com/track/1UZOjK1BwmwWU14Erba9CZ,Malibu,Miley Cyrus,77,2017-09-29,0.573,0.781,8.0,-6.406,1.0,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,231907,4,92,pop,20250106,energetic
open.spotify.com/track/5vlzH0ps6WDyb158oFTAb3,Lionheart (Fearless),Joel Corry,77,2022-10-21,0.628,0.967,8.0,-2.43,1.0,0.0538,0.0217,0.00157,0.336,0.349,125.982,186689,4,76,dance pop,335657,energetic
open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,77,2017-03-17,0.694,0.712,7.0,-3.923,0.0,0.046,0.132,0.0,0.211,0.799,98.023,201122,4,77,dance pop,10381247,happy
open.spotify.com/track/1VGzxJnVQND7Cg5H5wGj14,YEAH RIGHT,Joji,77,2018-10-26,0.672,0.588,1.0,-9.573,1.0,0.133,0.619,0.241,0.0992,0.204,169.033,174358,4,84,viral pop,8311686,calm
open.spotify.com/track/5uQOauh47VFt3B2kV9kRXw,My Shit,A Boogie Wit da Hoodie,77,2016-09-16,0.812,0.621,5.0,-8.3,1.0,0.0515,0.244,0.0,0.099,0.847,77.998,128157,4,83,melodic rap,7275943,calm
open.spotify.com/track/5zsVcDTZEKISPTCLYiTdwb,L,Hal,77,2018-08-23,0.656,0.364,2.0,-6.877,1.0,0.0325,0.834,7.67e-05,0.0982,0.487,152.959,220852,4,64,indonesian folk,146058,sad
open.spotify.com/track/7kYbxvrGXv8cmKjkqgqhrw,La Triple T,TINI,77,2022-05-05,0.801,0.633,11.0,-2.785,0.0,0.0777,0.414,0.0,0.27,0.676,92.025,167674,4,83,latin pop,5972865,calm
open.spotify.com/track/3TzPVU3jj6YdTunVdKimiQ,GHOST!,phonk.me,77,2022-12-02,0.584,0.94,0.0,-3.262,1.0,0.0993,0.023,0.436,0.198,0.406,125.03,231705,4,63,drift phonk,25760,energetic
open.spotify.com/track/2I0aHZjCXh6UjMHIOqugYF,TAMO EN NOTA,Rauw Alejandro,77,2023-02-13,0.667,0.81,1.0,-2.801,0.0,0.344,0.0922,0.0,0.131,0.829,121.373,180060,4,91,puerto rican pop,16261027,happy
open.spotify.com/track/5ka2ajep9OAvU5Sgduhiex,Applause,Lady Gaga,77,2013-11-11,0.669,0.78,7.0,-4.287,0.0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333,4,87,art pop,25849277,energetic
open.spotify.com/track/2pIIRKRwWSi1Sb29VYLOOa,Debí Suponerlo,Morat,77,2022-11-04,0.667,0.571,0.0,-6.675,1.0,0.0245,0.434,0.0,0.188,0.651,95.022,144632,3,84,colombian pop,8486070,calm
open.spotify.com/track/2N2yrmodOnVF10mKvItC9P,Don't Cry (Original),Guns N' Roses,77,1991-09-17,0.456,0.59,11.0,-8.638,1.0,0.0327,0.00182,0.00379,0.104,0.243,124.635,283733,4,81,glam metal,28281743,sad
open.spotify.com/track/68vgtRHr7iZHpzGpon6Jlo,My Boo,Usher,77,2004-03-23,0.662,0.507,5.0,-8.238,1.0,0.118,0.257,0.0,0.0465,0.676,86.412,223440,4,80,atl hip hop,10401529,calm
open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv,Love Songs - Bonus,Kaash Paige,77,2019-11-15,0.641,0.355,5.0,-10.599,1.0,0.0906,0.831,0.000855,0.11,0.453,120.032,148640,4,69,r&b,335370,calm
open.spotify.com/track/1QPreu0BNOrUfEb8HTd2qG,Rich Spirit,Kendrick Lamar,77,2022-05-13,0.852,0.421,10.0,-9.153,0.0,0.208,0.428,2.28e-06,0.106,0.457,95.977,202285,4,90,conscious hip hop,23452388,calm
